날짜,구,지수
20190621,관악구,0.73
20190622,관악구,0.57
20190623,관악구,0.99
20190624,관악구,2.08
20190625,관악구,0.88
20190626,관악구,1.40
20190627,관악구,1.35
20190628,관악구,1.19
20190629,관악구,0.83
20190630,관악구,0.99
20190701,관악구,0.93
20190702,관악구,1.09
20190703,관악구,0.83
20190704,관악구,0.62
20190705,관악구,0.83
20190706,관악구,1.30
20190707,관악구,1.30
20190708,관악구,1.19
20190709,관악구,1.25
20190710,관악구,0.78
20190711,관악구,0.88
20190712,관악구,0.83
20190713,관악구,0.99
20190714,관악구,1.25
20190715,관악구,1.30
20190716,관악구,1.19
20190717,관악구,1.30
20190718,관악구,1.87
20190719,관악구,1.19
20190720,관악구,0.99
20190721,관악구,0.78
20190722,관악구,1.19
20190723,관악구,0.78
20190724,관악구,1.19
20190725,관악구,0.88
20190726,관악구,1.04
20190727,관악구,1.25
20190728,관악구,0.67
20190729,관악구,1.04
20190730,관악구,0.62
20190731,관악구,0.93
20190801,관악구,0.88
20190802,관악구,0.57
20190803,관악구,1.04
20190804,관악구,0.99
20190805,관악구,1.14
20190806,관악구,0.88
20190807,관악구,1.40
20190808,관악구,1.09
20190809,관악구,0.93
20190810,관악구,0.99
20190811,관악구,1.09
20190812,관악구,0.57
20190813,관악구,1.09
20190814,관악구,0.57
20190815,관악구,1.09
20190816,관악구,0.78
20190817,관악구,1.04
20190818,관악구,0.88
20190819,관악구,1.04
20190820,관악구,1.35
20190821,관악구,0.93
20190822,관악구,1.25
20190823,관악구,0.88
20190824,관악구,1.45
20190825,관악구,0.83
20190826,관악구,1.35
20190827,관악구,1.35
20190828,관악구,0.73
20190829,관악구,0.57
20190830,관악구,0.83
20190831,관악구,1.50
20190901,관악구,0.83
20190902,관악구,1.66
20190903,관악구,1.50
20190904,관악구,0.93
20190905,관악구,0.73
20190906,관악구,1.35
20190907,관악구,0.83
20190908,관악구,1.30
20190909,관악구,0.67
20190910,관악구,0.83
20190911,관악구,0.57
20190912,관악구,0.73
20190913,관악구,0.73
20190914,관악구,0.99
20190915,관악구,0.99
20190916,관악구,1.09
20190917,관악구,1.14
20190918,관악구,0.99
20190919,관악구,1.04
20190920,관악구,0.88
20190921,관악구,0.83
20190922,관악구,0.52
20190923,관악구,1.66
20190924,관악구,1.14
20190925,관악구,0.78
20190926,관악구,0.78
20190927,관악구,1.30
20190928,관악구,0.99
20190929,관악구,1.19
20190930,관악구,1.09
20160901,서초구,2.44
20160902,서초구,2.34
20160903,서초구,2.39
20160904,서초구,1.56
20160905,서초구,2.96
20160906,서초구,2.23
20160907,서초구,1.97
20160908,서초구,1.45
20160909,서초구,2.54
20160910,서초구,2.34
20160911,서초구,1.61
20160912,서초구,1.66
20160913,서초구,2.02
20160914,서초구,1.35
20160915,서초구,1.30
20160916,서초구,1.87
20160917,서초구,2.96
20160918,서초구,3.06
20160919,서초구,2.54
20160920,서초구,2.44
20160921,서초구,2.23
20160922,서초구,2.23
20160923,서초구,1.66
20160924,서초구,2.02
20160925,서초구,1.97
20160926,서초구,1.56
20160927,서초구,1.97
20160928,서초구,2.18
20160929,서초구,2.23
20160930,서초구,1.30
20161001,서초구,1.76
20161002,서초구,1.87
20161003,서초구,3.11
20161004,서초구,2.08
20161005,서초구,3.53
20161006,서초구,2.44
20161007,서초구,2.02
20161008,서초구,2.49
20161009,서초구,2.34
20161010,서초구,2.34
20161011,서초구,2.28
20161012,서초구,1.82
20161013,서초구,2.13
20161014,서초구,1.66
20161015,서초구,1.76
20161016,서초구,2.59
20161017,서초구,2.75
20161018,서초구,2.39
20161019,서초구,2.23
20161020,서초구,1.82
20161021,서초구,2.18
20161022,서초구,2.13
20161023,서초구,3.17
20161024,서초구,2.59
20161025,서초구,2.39
20161026,서초구,1.87
20161027,서초구,1.56
20161028,서초구,1.56
20161029,서초구,1.19
20161030,서초구,1.19
20161031,서초구,1.61
20161101,서초구,1.50
20161102,서초구,1.35
20161103,서초구,1.87
20161104,서초구,1.97
20161105,서초구,1.71
20161106,서초구,2.13
20161107,서초구,1.87
20161108,서초구,2.18
20161109,서초구,1.76
20161110,서초구,1.04
20161111,서초구,1.14
20161112,서초구,2.02
20161113,서초구,1.61
20161114,서초구,2.13
20161115,서초구,1.45
20161116,서초구,1.45
20161117,서초구,1.97
20161118,서초구,1.97
20161119,서초구,1.97
20161120,서초구,2.49
20161121,서초구,2.13
20161122,서초구,1.66
20161123,서초구,1.92
20161124,서초구,1.97
20161125,서초구,2.49
20161126,서초구,1.40
20161127,서초구,1.66
20161128,서초구,2.23
20161129,서초구,2.23
20161130,서초구,1.50
20161201,서초구,1.66
20161202,서초구,1.97
20161203,서초구,1.61
20161204,서초구,1.45
20161205,서초구,2.85
20161206,서초구,1.56
20161207,서초구,1.09
20161208,서초구,1.92
20161209,서초구,1.82
20161210,서초구,2.18
20161211,서초구,2.54
20161212,서초구,1.82
20161213,서초구,2.02
20161214,서초구,1.71
20161215,서초구,2.28
20161216,서초구,2.13
20161217,서초구,1.30
20161218,서초구,1.61
20161219,서초구,2.39
20161220,서초구,1.87
20161221,서초구,2.54
20161222,서초구,1.56
20161223,서초구,1.30
20161224,서초구,1.76
20161225,서초구,1.45
20161226,서초구,1.82
20161227,서초구,0.93
20161228,서초구,2.28
20161229,서초구,2.49
20161230,서초구,1.97
20161231,서초구,1.19
20170101,서초구,1.82
20170102,서초구,1.87
20170103,서초구,1.61
20170104,서초구,2.08
20170105,서초구,2.59
20170106,서초구,1.82
20170107,서초구,2.54
20170108,서초구,2.85
20170109,서초구,1.97
20170110,서초구,2.54
20170111,서초구,1.87
20170112,서초구,2.75
20170113,서초구,1.45
20170114,서초구,2.23
20170115,서초구,2.75
20170116,서초구,2.39
20170117,서초구,2.85
20170118,서초구,2.44
20170119,서초구,2.54
20170120,서초구,2.02
20170121,서초구,1.76
20170122,서초구,1.97
20170123,서초구,2.23
20170124,서초구,2.59
20170125,서초구,2.13
20170126,서초구,2.18
20170127,서초구,2.49
20170128,서초구,2.23
20170129,서초구,2.70
20170130,서초구,1.92
20170131,서초구,2.13
20170201,서초구,2.02
20170202,서초구,1.92
20170203,서초구,2.49
20170204,서초구,2.80
20170205,서초구,2.49
20170206,서초구,2.54
20170207,서초구,2.54
20170208,서초구,2.96
20170209,서초구,1.66
20170210,서초구,1.45
20170211,서초구,1.92
20170212,서초구,2.08
20170213,서초구,2.39
20170214,서초구,2.59
20170215,서초구,2.18
20170216,서초구,2.34
20170217,서초구,3.11
20170218,서초구,2.70
20170219,서초구,3.01
20170220,서초구,2.49
20170221,서초구,2.02
20170222,서초구,2.65
20170223,서초구,2.23
20170224,서초구,1.92
20170225,서초구,2.70
20170226,서초구,2.91
20170227,서초구,2.13
20170228,서초구,2.49
20170301,서초구,2.23
20170302,서초구,1.82
20170303,서초구,2.28
20170304,서초구,2.13
20170305,서초구,2.34
20170306,서초구,2.54
20170307,서초구,1.76
20170308,서초구,2.54
20170309,서초구,1.25
20170310,서초구,0.83
20170311,서초구,2.08
20170312,서초구,2.75
20170313,서초구,2.49
20170314,서초구,2.59
20170315,서초구,2.18
20170316,서초구,2.13
20170317,서초구,1.87
20170318,서초구,2.08
20170319,서초구,2.13
20170320,서초구,2.02
20170321,서초구,2.70
20170322,서초구,1.71
20170323,서초구,2.02
20170324,서초구,1.97
20170325,서초구,1.40
20170326,서초구,2.18
20170327,서초구,2.75
20170328,서초구,1.71
20170329,서초구,2.59
20170330,서초구,1.76
20170331,서초구,2.02
20170401,서초구,2.54
20170402,서초구,2.02
20170403,서초구,2.08
20170404,서초구,1.97
20170405,서초구,2.34
20170406,서초구,2.23
20170407,서초구,2.08
20170408,서초구,2.49
20170409,서초구,2.44
20170410,서초구,1.82
20170411,서초구,3.06
20170412,서초구,1.87
20170413,서초구,1.82
20170414,서초구,1.61
20170415,서초구,2.65
20170416,서초구,2.65
20170417,서초구,2.59
20170418,서초구,3.01
20170419,서초구,2.91
20170420,서초구,3.22
20170421,서초구,1.87
20170422,서초구,2.13
20170423,서초구,2.54
20170424,서초구,2.39
20170425,서초구,1.92
20170426,서초구,2.49
20170427,서초구,1.76
20170428,서초구,2.28
20170429,서초구,2.23
20170430,서초구,2.28
20170501,서초구,2.02
20170502,서초구,2.34
20170503,서초구,2.18
20170504,서초구,2.54
20170505,서초구,1.61
20170506,서초구,2.54
20170507,서초구,2.70
20170508,서초구,2.39
20170509,서초구,3.37
20170510,서초구,2.80
20170511,서초구,2.18
20170512,서초구,2.13
20170513,서초구,2.75
20170514,서초구,1.97
20170515,서초구,3.27
20170516,서초구,2.28
20170517,서초구,2.18
20170518,서초구,2.34
20170519,서초구,1.82
20170520,서초구,2.23
20170521,서초구,2.96
20170522,서초구,2.85
20170523,서초구,2.59
20170524,서초구,2.34
20170525,서초구,3.01
20170526,서초구,2.44
20170527,서초구,3.27
20170528,서초구,3.27
20170529,서초구,3.48
20170530,서초구,2.18
20170531,서초구,2.65
20170601,서초구,2.34
20170602,서초구,2.49
20170603,서초구,2.54
20170604,서초구,2.13
20170605,서초구,2.80
20170606,서초구,3.17
20170607,서초구,2.34
20170608,서초구,2.34
20170609,서초구,2.23
20170610,서초구,2.75
20170611,서초구,2.44
20170612,서초구,2.59
20170613,서초구,3.32
20170614,서초구,2.49
20170615,서초구,3.32
20170616,서초구,2.28
20170617,서초구,2.44
20170618,서초구,2.23
20170619,서초구,3.17
20170620,서초구,2.80
20170621,서초구,2.08
20170622,서초구,1.56
20170623,서초구,2.65
20170624,서초구,2.13
20170625,서초구,2.80
20170626,서초구,1.45
20170627,서초구,3.06
20170628,서초구,3.01
20170629,서초구,2.49
20170630,서초구,2.49
20170701,서초구,2.85
20170702,서초구,4.10
20170703,서초구,2.70
20170704,서초구,3.37
20170705,서초구,2.28
20170706,서초구,2.23
20170707,서초구,2.49
20170708,서초구,2.59
20170709,서초구,2.18
20170710,서초구,3.17
20170711,서초구,3.68
20170712,서초구,2.75
20170713,서초구,3.06
20170714,서초구,2.49
20170715,서초구,2.85
20170716,서초구,2.23
20170717,서초구,2.96
20170718,서초구,2.91
20170719,서초구,2.59
20170720,서초구,3.53
20170721,서초구,2.44
20170722,서초구,2.39
20170723,서초구,3.27
20170724,서초구,3.17
20170725,서초구,2.80
20170726,서초구,2.75
20170727,서초구,2.18
20170728,서초구,2.85
20170729,서초구,2.34
20170730,서초구,4.20
20170731,서초구,4.31
20170801,서초구,3.58
20170802,서초구,3.06
20170803,서초구,4.88
20170804,서초구,3.22
20170805,서초구,3.37
20170806,서초구,2.91
20170807,서초구,3.06
20170808,서초구,3.22
20170809,서초구,3.27
20170810,서초구,4.41
20170811,서초구,2.54
20170812,서초구,2.13
20170813,서초구,3.53
20170814,서초구,2.39
20170815,서초구,3.68
20170816,서초구,3.89
20170817,서초구,3.22
20170818,서초구,3.01
20170819,서초구,2.96
20170820,서초구,2.08
20170821,서초구,4.31
20170822,서초구,2.85
20170823,서초구,4.41
20170824,서초구,4.26
20170825,서초구,2.85
20170826,서초구,2.59
20170827,서초구,2.65
20170828,서초구,2.70
20170829,서초구,2.54
20170830,서초구,3.89
20170831,서초구,2.39
20170901,서초구,2.44
20170902,서초구,3.48
20170903,서초구,2.59
20170904,서초구,3.17
20170905,서초구,3.53
20170906,서초구,2.08
20170907,서초구,3.06
20170908,서초구,2.49
20170909,서초구,4.26
20170910,서초구,4.36
20170911,서초구,2.85
20170912,서초구,3.89
20170913,서초구,3.17
20170914,서초구,3.48
20170915,서초구,3.06
20170916,서초구,2.59
20170917,서초구,3.01
20170918,서초구,2.54
20170919,서초구,3.68
20170920,서초구,2.59
20170921,서초구,2.34
20170922,서초구,3.68
20170923,서초구,3.17
20170924,서초구,2.54
20170925,서초구,2.80
20170926,서초구,2.85
20170927,서초구,2.91
20170928,서초구,2.44
20170929,서초구,2.75
20170930,서초구,1.92
20171001,서초구,2.08
20171002,서초구,2.08
20171003,서초구,2.28
20171004,서초구,2.44
20171005,서초구,2.28
20171006,서초구,2.70
20171007,서초구,2.18
20171008,서초구,3.11
20171009,서초구,2.85
20171010,서초구,3.37
20171011,서초구,3.37
20171012,서초구,3.37
20171013,서초구,2.91
20171014,서초구,2.34
20171015,서초구,2.80
20171016,서초구,2.59
20171017,서초구,3.06
20171018,서초구,3.48
20171019,서초구,2.91
20171020,서초구,3.27
20171021,서초구,3.01
20171022,서초구,3.58
20171023,서초구,2.49
20171024,서초구,3.01
20171025,서초구,2.59
20171026,서초구,2.80
20171027,서초구,2.96
20171028,서초구,2.65
20171029,서초구,3.58
20171030,서초구,3.11
20171031,서초구,3.37
20171101,서초구,3.06
20171102,서초구,3.53
20171103,서초구,2.85
20171104,서초구,2.80
20171105,서초구,3.53
20171106,서초구,4.83
20171107,서초구,4.10
20171108,서초구,3.74
20171109,서초구,2.85
20171110,서초구,3.01
20171111,서초구,2.65
20171112,서초구,3.53
20171113,서초구,3.63
20171114,서초구,3.11
20171115,서초구,3.89
20171116,서초구,3.22
20171117,서초구,3.22
20171118,서초구,3.01
20171119,서초구,3.27
20171120,서초구,3.79
20171121,서초구,2.34
20171122,서초구,2.28
20171123,서초구,3.11
20171124,서초구,2.49
20171125,서초구,1.71
20171126,서초구,3.48
20171127,서초구,2.23
20171128,서초구,3.01
20171129,서초구,3.11
20171130,서초구,2.91
20171201,서초구,2.70
20171202,서초구,3.01
20171203,서초구,3.32
20171204,서초구,3.79
20171205,서초구,2.96
20171206,서초구,2.54
20171207,서초구,2.96
20171208,서초구,2.80
20171209,서초구,3.11
20171210,서초구,3.43
20171211,서초구,3.32
20171212,서초구,2.49
20171213,서초구,2.75
20171214,서초구,3.22
20171215,서초구,2.59
20171216,서초구,3.43
20171217,서초구,3.22
20171218,서초구,3.58
20171219,서초구,3.27
20171220,서초구,3.06
20171221,서초구,2.75
20171222,서초구,2.39
20171223,서초구,3.63
20171224,서초구,3.06
20171225,서초구,3.22
20171226,서초구,3.48
20171227,서초구,2.80
20171228,서초구,2.85
20171229,서초구,2.54
20171230,서초구,3.63
20171231,서초구,2.75
20180101,서초구,2.91
20180102,서초구,4.36
20180103,서초구,3.84
20180104,서초구,4.93
20180105,서초구,3.27
20180106,서초구,4.57
20180107,서초구,3.84
20180108,서초구,4.10
20180109,서초구,4.26
20180110,서초구,4.00
20180111,서초구,3.89
20180112,서초구,5.24
20180113,서초구,4.26
20180114,서초구,6.49
20180115,서초구,5.45
20180116,서초구,4.67
20180117,서초구,3.48
20180118,서초구,4.46
20180119,서초구,4.62
20180120,서초구,3.84
20180121,서초구,4.36
20180122,서초구,4.15
20180123,서초구,3.58
20180124,서초구,2.96
20180125,서초구,3.27
20180126,서초구,4.05
20180127,서초구,4.26
20180128,서초구,5.66
20180129,서초구,4.00
20180130,서초구,4.15
20180131,서초구,4.26
20180201,서초구,3.94
20180202,서초구,2.91
20180203,서초구,4.57
20180204,서초구,4.00
20180205,서초구,4.20
20180206,서초구,3.22
20180207,서초구,4.88
20180208,서초구,3.94
20180209,서초구,3.74
20180210,서초구,3.89
20180211,서초구,4.00
20180212,서초구,3.06
20180213,서초구,3.06
20180214,서초구,3.11
20180215,서초구,3.84
20180216,서초구,2.44
20180217,서초구,3.01
20180218,서초구,3.68
20180219,서초구,3.89
20180220,서초구,3.22
20180221,서초구,2.75
20180222,서초구,3.06
20180223,서초구,3.32
20180224,서초구,3.63
20180225,서초구,3.22
20180226,서초구,3.11
20180227,서초구,3.43
20180228,서초구,3.27
20180301,서초구,3.74
20180302,서초구,3.01
20180303,서초구,3.74
20180304,서초구,3.48
20180305,서초구,2.91
20180306,서초구,2.08
20180307,서초구,3.27
20180308,서초구,3.37
20180309,서초구,3.84
20180310,서초구,3.94
20180311,서초구,4.00
20180312,서초구,2.96
20180313,서초구,4.10
20180314,서초구,3.17
20180315,서초구,3.06
20180316,서초구,3.22
20180317,서초구,3.84
20180318,서초구,4.83
20180319,서초구,2.65
20180320,서초구,3.37
20180321,서초구,3.27
20180322,서초구,3.74
20180323,서초구,3.22
20180324,서초구,3.27
20180325,서초구,4.05
20180326,서초구,2.80
20180327,서초구,3.01
20180328,서초구,2.08
20180329,서초구,2.70
20180330,서초구,3.17
20180331,서초구,2.91
20180401,서초구,3.74
20180402,서초구,2.91
20180403,서초구,2.96
20180404,서초구,2.44
20180405,서초구,3.84
20180406,서초구,3.27
20180407,서초구,2.59
20180408,서초구,3.22
20180409,서초구,2.23
20180410,서초구,4.10
20180411,서초구,2.75
20180412,서초구,2.59
20180413,서초구,3.32
20180414,서초구,3.32
20180415,서초구,3.63
20180416,서초구,2.34
20180417,서초구,2.39
20180418,서초구,2.75
20180419,서초구,3.48
20180420,서초구,1.82
20180421,서초구,3.01
20180422,서초구,2.85
20180423,서초구,1.82
20180424,서초구,2.96
20180425,서초구,1.66
20180426,서초구,2.18
20180427,서초구,2.18
20180428,서초구,2.49
20180429,서초구,3.68
20180430,서초구,2.59
20180501,서초구,3.43
20180502,서초구,2.34
20180503,서초구,3.32
20180504,서초구,2.49
20180505,서초구,2.02
20180506,서초구,1.92
20180507,서초구,3.84
20180508,서초구,4.10
20180509,서초구,2.39
20180510,서초구,2.75
20180511,서초구,2.49
20180512,서초구,2.80
20180513,서초구,4.46
20180514,서초구,3.43
20180515,서초구,3.01
20180516,서초구,3.01
20180517,서초구,3.01
20180518,서초구,2.85
20180519,서초구,3.01
20180520,서초구,3.74
20180521,서초구,2.65
20180522,서초구,3.17
20180523,서초구,3.53
20180524,서초구,3.58
20180525,서초구,2.23
20180526,서초구,2.65
20180527,서초구,3.58
20180528,서초구,3.37
20180529,서초구,3.01
20180530,서초구,3.06
20180531,서초구,2.28
20180601,서초구,2.34
20180602,서초구,2.80
20180603,서초구,3.32
20180604,서초구,3.43
20180605,서초구,5.03
20180606,서초구,4.10
20180607,서초구,2.65
20180608,서초구,2.49
20180609,서초구,3.53
20180610,서초구,4.77
20180611,서초구,2.96
20180612,서초구,2.18
20180613,서초구,3.48
20180614,서초구,3.01
20180615,서초구,3.37
20180616,서초구,3.74
20180617,서초구,3.68
20180618,서초구,4.10
20180619,서초구,3.01
20180620,서초구,3.06
20180621,서초구,3.48
20180622,서초구,3.06
20180623,서초구,2.59
20180624,서초구,2.18
20180625,서초구,2.70
20180626,서초구,2.18
20180627,서초구,2.59
20180628,서초구,2.75
20180629,서초구,2.44
20180630,서초구,3.32
20180701,서초구,3.43
20180702,서초구,2.80
20180703,서초구,2.44
20180704,서초구,3.32
20180705,서초구,4.20
20180706,서초구,3.53
20180707,서초구,2.49
20180708,서초구,3.43
20180709,서초구,2.70
20180710,서초구,3.11
20180711,서초구,2.70
20180712,서초구,2.18
20180713,서초구,2.85
20180714,서초구,2.34
20180715,서초구,3.48
20180716,서초구,2.96
20180717,서초구,2.85
20180718,서초구,3.06
20180719,서초구,3.43
20180720,서초구,2.70
20180721,서초구,2.70
20180722,서초구,3.01
20180723,서초구,3.58
20180724,서초구,3.37
20180725,서초구,3.48
20180726,서초구,3.27
20180727,서초구,4.20
20180728,서초구,3.27
20180729,서초구,3.11
20180730,서초구,4.51
20180731,서초구,4.00
20180801,서초구,3.94
20180802,서초구,4.46
20180803,서초구,2.80
20180804,서초구,4.00
20180805,서초구,3.58
20180806,서초구,3.17
20180807,서초구,3.94
20180808,서초구,4.15
20180809,서초구,4.67
20180810,서초구,3.84
20180811,서초구,3.53
20180812,서초구,4.41
20180813,서초구,3.32
20180814,서초구,3.94
20180815,서초구,4.15
20180816,서초구,4.83
20180817,서초구,3.53
20180818,서초구,4.57
20180819,서초구,4.72
20180820,서초구,4.46
20180821,서초구,9.08
20180822,서초구,5.66
20180823,서초구,5.09
20180824,서초구,4.77
20180825,서초구,5.29
20180826,서초구,5.09
20180827,서초구,5.71
20180828,서초구,4.57
20180829,서초구,4.41
20180830,서초구,4.51
20180831,서초구,4.26
20180901,서초구,4.51
20180902,서초구,3.27
20180903,서초구,4.26
20180904,서초구,4.15
20180905,서초구,5.86
20180906,서초구,4.46
20180907,서초구,4.62
20180908,서초구,6.07
20180909,서초구,4.00
20180910,서초구,4.00
20180911,서초구,4.15
20180912,서초구,2.91
20180913,서초구,3.06
20180914,서초구,3.58
20180915,서초구,4.51
20180916,서초구,3.22
20180917,서초구,3.68
20180918,서초구,2.28
20180919,서초구,2.91
20180920,서초구,3.22
20180921,서초구,3.37
20180922,서초구,3.63
20180923,서초구,3.89
20180924,서초구,5.14
20180925,서초구,3.32
20180926,서초구,3.89
20180927,서초구,3.43
20180928,서초구,3.48
20180929,서초구,2.96
20180930,서초구,3.53
20181001,서초구,3.63
20181002,서초구,3.06
20181003,서초구,3.11
20181004,서초구,2.75
20181005,서초구,2.54
20181006,서초구,3.58
20181007,서초구,3.43
20181008,서초구,6.80
20181009,서초구,6.23
20181010,서초구,3.68
20181011,서초구,3.32
20181012,서초구,4.62
20181013,서초구,3.01
20181014,서초구,3.63
20181015,서초구,3.43
20181016,서초구,3.37
20181017,서초구,3.06
20181018,서초구,4.00
20181019,서초구,2.91
20181020,서초구,2.65
20181021,서초구,3.48
20181022,서초구,2.96
20181023,서초구,3.06
20181024,서초구,2.80
20181025,서초구,2.91
20181026,서초구,2.39
20181027,서초구,2.54
20181028,서초구,3.68
20181029,서초구,2.08
20181030,서초구,2.49
20181031,서초구,3.48
20181101,서초구,2.80
20181102,서초구,2.80
20181103,서초구,3.22
20181104,서초구,3.58
20181105,서초구,3.58
20181106,서초구,3.58
20181107,서초구,4.05
20181108,서초구,2.96
20181109,서초구,1.76
20181110,서초구,2.54
20181111,서초구,3.48
20181112,서초구,3.22
20181113,서초구,3.22
20181114,서초구,2.08
20181115,서초구,3.17
20181116,서초구,2.75
20181117,서초구,2.75
20181118,서초구,2.96
20181119,서초구,3.43
20181120,서초구,3.06
20181121,서초구,3.32
20181122,서초구,4.00
20181123,서초구,2.23
20181124,서초구,3.11
20181125,서초구,2.44
20181126,서초구,2.54
20181127,서초구,3.11
20181128,서초구,4.00
20181129,서초구,2.70
20181130,서초구,2.13
20181201,서초구,3.37
20181202,서초구,2.96
20181203,서초구,3.63
20181204,서초구,3.11
20181205,서초구,3.11
20181206,서초구,2.85
20181207,서초구,2.13
20181208,서초구,2.49
20181209,서초구,2.54
20181210,서초구,3.06
20181211,서초구,2.34
20181212,서초구,2.65
20181213,서초구,2.96
20181214,서초구,3.53
20181215,서초구,3.22
20181216,서초구,3.17
20181217,서초구,3.94
20181218,서초구,3.27
20181219,서초구,3.43
20181220,서초구,2.91
20181221,서초구,2.08
20181222,서초구,2.75
20181223,서초구,4.20
20181224,서초구,2.85
20181225,서초구,3.79
20181226,서초구,2.85
20181227,서초구,2.70
20181228,서초구,2.85
20181229,서초구,2.34
20181230,서초구,2.80
20181231,서초구,2.75
20190101,서초구,2.44
20190102,서초구,2.59
20190103,서초구,3.17
20190104,서초구,3.68
20190105,서초구,4.00
20190106,서초구,4.31
20190107,서초구,4.57
20190108,서초구,3.22
20190109,서초구,3.53
20190110,서초구,2.70
20190111,서초구,2.75
20190112,서초구,3.32
20190113,서초구,3.43
20190114,서초구,4.62
20190115,서초구,3.11
20190116,서초구,2.39
20190117,서초구,3.37
20190118,서초구,2.23
20190119,서초구,3.63
20190120,서초구,3.53
20190121,서초구,3.94
20190122,서초구,3.68
20190123,서초구,3.43
20190124,서초구,3.63
20190125,서초구,2.49
20190126,서초구,3.17
20190127,서초구,3.74
20190128,서초구,3.32
20190129,서초구,3.27
20190130,서초구,2.91
20190131,서초구,2.70
20190201,서초구,2.70
20190202,서초구,2.75
20190203,서초구,2.75
20190204,서초구,3.68
20190205,서초구,3.58
20190206,서초구,4.36
20190207,서초구,3.48
20190208,서초구,4.10
20190209,서초구,3.58
20190210,서초구,4.00
20190211,서초구,3.53
20190212,서초구,4.72
20190213,서초구,2.96
20190214,서초구,2.49
20190215,서초구,2.49
20190216,서초구,3.68
20190217,서초구,4.15
20190218,서초구,3.94
20190219,서초구,3.63
20190220,서초구,3.17
20190221,서초구,3.79
20190222,서초구,3.01
20190223,서초구,4.10
20190224,서초구,2.54
20190225,서초구,2.85
20190226,서초구,2.91
20190227,서초구,3.32
20190228,서초구,2.70
20190301,서초구,3.63
20190302,서초구,4.05
20190303,서초구,4.36
20190304,서초구,2.28
20190305,서초구,3.37
20190306,서초구,3.63
20190307,서초구,5.03
20190308,서초구,4.62
20190309,서초구,4.00
20190310,서초구,3.37
20190311,서초구,3.43
20190312,서초구,3.48
20190313,서초구,3.37
20190314,서초구,6.69
20190315,서초구,5.24
20190316,서초구,6.23
20190317,서초구,5.24
20190318,서초구,5.24
20190319,서초구,4.57
20190320,서초구,4.41
20190321,서초구,3.94
20190322,서초구,4.83
20190323,서초구,5.09
20190324,서초구,5.40
20190325,서초구,5.19
20190326,서초구,6.07
20190327,서초구,5.76
20190328,서초구,4.26
20190329,서초구,4.10
20190330,서초구,4.20
20190331,서초구,4.72
20190401,서초구,3.68
20190402,서초구,4.88
20190403,서초구,3.22
20190404,서초구,4.26
20190405,서초구,3.74
20190406,서초구,3.74
20190407,서초구,4.67
20190408,서초구,3.84
20190409,서초구,4.41
20190410,서초구,4.20
20190411,서초구,4.00
20190412,서초구,4.88
20190413,서초구,5.24
20190414,서초구,6.33
20190415,서초구,6.69
20190416,서초구,3.63
20190417,서초구,4.57
20190418,서초구,4.15
20190419,서초구,3.74
20190420,서초구,5.81
20190421,서초구,4.72
20190422,서초구,6.12
20190423,서초구,5.09
20190424,서초구,4.51
20190425,서초구,5.24
20190426,서초구,3.58
20190427,서초구,4.88
20190428,서초구,4.51
20190429,서초구,4.36
20190430,서초구,4.88
20190501,서초구,4.41
20190502,서초구,4.20
20190503,서초구,4.36
20190504,서초구,4.41
20190505,서초구,6.28
20190506,서초구,6.54
20190507,서초구,5.71
20190508,서초구,4.15
20190509,서초구,4.98
20190510,서초구,4.20
20190511,서초구,4.51
20190512,서초구,4.98
20190513,서초구,3.37
20190514,서초구,4.05
20190515,서초구,4.83
20190516,서초구,3.48
20190517,서초구,3.94
20190518,서초구,3.43
20190519,서초구,4.36
20190520,서초구,3.27
20190521,서초구,3.37
20190522,서초구,3.58
20190523,서초구,4.93
20190524,서초구,4.36
20190525,서초구,5.29
20190526,서초구,5.66
20190527,서초구,5.14
20190528,서초구,4.20
20190529,서초구,4.51
20190530,서초구,3.27
20190531,서초구,2.75
20190601,서초구,4.05
20190602,서초구,3.48
20190603,서초구,4.36
20190604,서초구,2.39
20190605,서초구,2.70
20190606,서초구,3.58
20190607,서초구,2.80
20190608,서초구,2.65
20190609,서초구,3.27
20190610,서초구,4.41
20190611,서초구,2.18
20190612,서초구,2.96
20190613,서초구,3.48
20190614,서초구,3.01
20190615,서초구,4.98
20190616,서초구,4.20
20190617,서초구,3.63
20190618,서초구,4.31
20190619,서초구,3.94
20190620,서초구,4.05
20190621,서초구,4.26
20190622,서초구,3.17
20190623,서초구,4.98
20190624,서초구,3.58
20190625,서초구,4.10
20190626,서초구,3.22
20190627,서초구,4.26
20190628,서초구,3.63
20190629,서초구,3.53
20190630,서초구,3.32
20190701,서초구,3.53
20190702,서초구,3.68
20190703,서초구,3.32
20190704,서초구,3.79
20190705,서초구,2.91
20190706,서초구,3.32
20190707,서초구,4.36
20190708,서초구,3.68
20190709,서초구,3.68
20190710,서초구,3.37
20190711,서초구,3.48
20190712,서초구,4.15
20190713,서초구,3.37
20190714,서초구,5.66
20190715,서초구,4.26
20190716,서초구,3.06
20190717,서초구,4.20
20190718,서초구,4.05
20190719,서초구,3.11
20190720,서초구,3.63
20190721,서초구,3.84
20190722,서초구,4.26
20190723,서초구,3.94
20190724,서초구,5.19
20190725,서초구,4.36
20190726,서초구,3.43
20190727,서초구,3.84
20190728,서초구,4.10
20190729,서초구,3.43
20190730,서초구,3.53
